h3_index,priority_score,priority_tier,recommended_action,violation_count,severity_mean,recurrence_score,is_hotspot,hotspot_rank,congestion_score,police_station,top_violation,top_vehicle,lat,lng
89618925453ffff,0.4554988838222592,MODERATE,Include in weekly enforcement rotation,1137,0.8197009674582234,0.07061068702290077,True,2,0.7917407937818634,HAL Old Airport,NO PARKING,CAR,12.931108774035975,77.68472005396784
8961892ec9bffff,0.451175820820888,MODERATE,Include in weekly enforcement rotation,1120,0.8785714285714286,0.1423487544483986,True,1,0.7927856345614764,Jeevanbheemanagar,NO PARKING,SCOOTER,12.971852714139537,77.6565059964633
8960169019bffff,0.4470003937247926,MODERATE,Include in weekly enforcement rotation,620,0.7732258064516129,0.04222972972972973,True,3,0.7099987193419736,Devanahalli Airport,WRONG PARKING,CAR,13.188813573113377,77.6812994656458
8961892092bffff,0.4458802913964069,MODERATE,Include in weekly enforcement rotation,1162,0.7521514629948365,0.09533678756476684,True,2,0.7896297693883129,HAL Old Airport,NO PARKING,SCOOTER,12.936429615180558,77.69143727612253
89601696697ffff,0.4450238418383428,MODERATE,Include in weekly enforcement rotation,151,0.7092715231788079,0.02027027027027027,True,6,0.5420414265808728,Yelahanka,WRONG PARKING,CAR,13.094965974244323,77.60018247129763
8961892c98bffff,0.4432396920468274,MODERATE,Include in weekly enforcement rotation,1129,0.8729849424269265,0.11336898395721925,True,1,0.8018104259494667,Hebbala,NO PARKING,CAR,13.034084442603538,77.58772044162937
89618925a23ffff,0.44194535079129244,MODERATE,Include in weekly enforcement rotation,633,0.8886255924170616,0.2720763723150358,True,1,0.7212350930600916,Ashok Nagar,NO PARKING,SCOOTER,12.963506095880321,77.59857039427168
8961892e60bffff,0.43957304698597377,MODERATE,Include in weekly enforcement rotation,13,0.7461538461538461,0.0,True,45,0.24597561452732125,K.R. Pura,WRONG PARKING,PASSENGER AUTO,13.003725392056603,77.71368234236004
8960145813bffff,0.4395716989385432,MODERATE,Include in weekly enforcement rotation,22,0.8818181818181817,0.047619047619047616,True,28,0.3078088946929129,Kamakshipalya,NO PARKING,SCOOTER,12.987366979516663,77.48829796436621
896014598cbffff,0.43943014499177685,MODERATE,Include in weekly enforcement rotation,137,0.6605839416058394,0.046875,True,5,0.5423403748365464,Chikkabanavara,WRONG PARKING,CAR,13.049302632562158,77.49533070855107
8960145b6a3ffff,0.4352783554667299,MODERATE,Include in weekly enforcement rotation,969,0.7959752321981424,0.2191977077363897,True,1,0.7757472415424795,High ground,WRONG PARKING,SCOOTER,12.993461365885471,77.59064881109155
8961892ce87ffff,0.435038799853275,MODERATE,Include in weekly enforcement rotation,97,0.8917525773195877,0.14634146341463414,True,7,0.4862496165811664,Hennuru,NO PARKING,SCOOTER,13.044653858933899,77.62642805667839
8960169652fffff,0.4335253595057286,MODERATE,Include in weekly enforcement rotation,10,0.7,0.0,True,49,0.21647006021415272,Yelahanka,WRONG PARKING,MOTOR CYCLE,13.077976621144208,77.56017016478384
8961892e3d3ffff,0.4320328023813678,MODERATE,Include in weekly enforcement rotation,1188,0.7366161616161616,0.044682752457551385,True,2,0.7780101894555842,K.R. Pura,WRONG PARKING,CAR,13.005964636190964,77.68600190431579
8961892cb7bffff,0.4310418994494267,MODERATE,Include in weekly enforcement rotation,1406,0.7530583214793741,0.11348122866894197,True,1,0.8183941668064922,Kodigehalli,WRONG PARKING,SCOOTER,13.06935538079265,77.5865073615551
89618926b57ffff,0.42925378789622826,MODERATE,Include in weekly enforcement rotation,21,0.861904761904762,0.0,True,36,0.30404414577004585,Hulimavu,NO PARKING,CAR,12.855579716233356,77.58773078395566
8961892e16bffff,0.4276353187944711,MODERATE,Include in weekly enforcement rotation,1305,0.6195402298850575,0.10601976639712489,True,2,0.8195980186198606,Mahadevapura,PARKING IN A MAIN ROAD,SCOOTER,12.99640764193975,77.66716347604782
8961892ccb3ffff,0.42698277829393855,MODERATE,Include in weekly enforcement rotation,13,0.7,0.0,True,50,0.24610676230496245,K.G. Halli,WRONG PARKING,CAR,13.021161048839797,77.61880519360206
8960145b073ffff,0.42664332949554873,MODERATE,Include in weekly enforcement rotation,1410,0.7798581560283687,0.06463878326996197,True,1,0.808084997731197,Malleshwaram,WRONG PARKING,CAR,12.998865016133278,77.5720847986004
8960145b58bffff,0.42600965089276,MODERATE,Include in weekly enforcement rotation,1451,0.7235699517574088,0.11290322580645161,True,1,0.8337166757373012,Chamarajpet,WRONG PARKING,PASSENGER AUTO,12.966796715509812,77.57395437899618
8960145b147ffff,0.42574400297161685,MODERATE,Include in weekly enforcement rotation,1055,0.7092890995260663,0.24786324786324787,True,1,0.7836822009431454,Rajajinagar,WRONG PARKING,CAR,12.992510341531737,77.55392942506437
8960145a223ffff,0.42551664120836996,MODERATE,Include in weekly enforcement rotation,1590,0.7265408805031447,0.06891798759476224,True,1,0.8349999816555201,Vijayanagara,WRONG PARKING,SCOOTER,12.9637041207288,77.53961509431802
89618924653ffff,0.42282483101325835,MODERATE,Include in weekly enforcement rotation,34,0.711764705882353,0.0625,True,24,0.3552463957452757,Bellandur,WRONG PARKING,SCOOTER,12.901267959251003,77.65891700347152
8961892e94fffff,0.4227813455318389,MODERATE,Include in weekly enforcement rotation,871,0.8761194029850746,0.11375661375661375,True,1,0.7768063281137803,Pulikeshinagar(F.Town),NO PARKING,SCOOTER,12.995523330260134,77.61355582015858
89618925b2bffff,0.42260648102195647,MODERATE,Include in weekly enforcement rotation,1425,0.7193684210526315,0.1111111111111111,True,1,0.830568729520985,City Market,WRONG PARKING,SCOOTER,12.959301336693967,77.57804041970552
8960145b547ffff,0.42258342631981877,MODERATE,Include in weekly enforcement rotation,1350,0.7905925925925925,0.053557154276578735,True,1,0.8013889561441917,Chamarajpet,NO PARKING,PASSENGER AUTO,12.97749564390411,77.5705236128301
89618925b63ffff,0.4225167419688235,MODERATE,Include in weekly enforcement rotation,1329,0.7517682468021069,0.10258620689655172,True,1,0.8188334577342646,Halasuru Gate,WRONG PARKING,CAR,12.963564041258365,77.58172203843483
89618925a27ffff,0.4203927387367504,MODERATE,Include in weekly enforcement rotation,340,0.8723529411764707,0.35751295336787564,True,1,0.6192034534041438,Ashok Nagar,NO PARKING,SCOOTER,12.96244767729337,77.59554354363316
8961892cb4fffff,0.4200977893440031,MODERATE,Include in weekly enforcement rotation,1246,0.756581059390048,0.11217641418983701,True,1,0.7907764124779387,Kodigehalli,WRONG PARKING,SCOOTER,13.070415490648262,77.58953492414777
8960145b1b7ffff,0.4183363055820002,MODERATE,Include in weekly enforcement rotation,1137,0.7664907651715039,0.1277258566978193,True,1,0.8034632110317819,Vijayanagara,WRONG PARKING,SCOOTER,12.975432677542601,77.54762931624687
8960145b193ffff,0.41780463250041316,MODERATE,Include in weekly enforcement rotation,1098,0.8222222222222222,0.07607607607607608,True,1,0.7858511761517835,Magadi Road,NO PARKING,SCOOTER,12.976464345269372,77.55907568821858
89618925b6fffff,0.4174590063287219,MODERATE,Include in weekly enforcement rotation,1407,0.7336886993603411,0.07939053728949479,True,1,0.809622825671681,City Market,WRONG PARKING,SCOOTER,12.965709724440659,77.57935123577114
8961892421bffff,0.4174097134975705,MODERATE,Include in weekly enforcement rotation,784,0.8517857142857143,0.15136876006441224,True,1,0.7115534446683434,HSR Layout,NO PARKING,SCOOTER,12.912041936787116,77.63863034904476
8960145b5dbffff,0.416625356703257,MODERATE,Include in weekly enforcement rotation,1102,0.8117967332123412,0.08157099697885196,True,1,0.7890002756058692,Upparpet,NO PARKING,SCOOTER,12.972118136651636,77.58066212569537
89601458377ffff,0.41632877793341266,MODERATE,Include in weekly enforcement rotation,21,0.7095238095238094,0.0,True,44,0.29851863198420636,Kamakshipalya,WRONG PARKING,SCOOTER,13.012989211385557,77.4935293800839
89618920963ffff,0.41496441654924326,MODERATE,Include in weekly enforcement rotation,1509,0.5436713055003314,0.053258584442887176,True,2,0.8333235551718885,HAL Old Airport,PARKING IN A MAIN ROAD,CAR,12.94069311529191,77.69512487563676
8960145b49bffff,0.4144263054143529,MODERATE,Include in weekly enforcement rotation,876,0.8802511415525115,0.07332490518331226,True,1,0.7577303185510171,Cubbon Park,NO PARKING,CAR,12.972061070861429,77.59751074869045
89618925c03ffff,0.41437330472886025,MODERATE,Include in weekly enforcement rotation,527,0.8916508538899431,0.20540540540540542,True,1,0.7034295440278061,Madiwala,NO PARKING,CAR,12.926016584498955,77.61900292915767
8960145b423ffff,0.412676631916817,MODERATE,Include in weekly enforcement rotation,889,0.8110236220472441,0.13843888070692195,True,1,0.7672679121122823,Upparpet,NO PARKING,CAR,12.978526573156591,77.5819730894831
89601459e03ffff,0.4114400719347033,MODERATE,Include in weekly enforcement rotation,97,0.8340206185567011,0.043010752688172046,True,5,0.4856900876006117,Chikkabanavara,NO PARKING,CAR,13.053543896821735,77.50742722139053
8960145b3b7ffff,0.4114036235518071,MODERATE,Include in weekly enforcement rotation,1429,0.7142057382785164,0.07007419620774938,True,1,0.8130623757022041,Malleshwaram,WRONG PARKING,SCOOTER,12.997858688504897,77.55221395118276
8961892c357ffff,0.40888486227474913,MODERATE,Include in weekly enforcement rotation,32,0.7125,0.03225806451612903,True,21,0.3549123861594504,Hennuru,WRONG PARKING,CAR,13.064890973952178,77.65025979906346
8960145b02fffff,0.4083184824418453,MODERATE,Include in weekly enforcement rotation,549,0.8034608378870675,0.2680722891566265,True,1,0.691995155157188,Sheshadripuram,NO PARKING,SCOOTER,12.995687681902316,77.5630065542416
89618925403ffff,0.40792145863467544,MODERATE,Include in weekly enforcement rotation,794,0.809823677581864,0.05121293800539083,True,2,0.7533553377071464,Bellandur,NO PARKING,PASSENGER AUTO,12.925788117578264,77.67800356819558
8961892e98fffff,0.40659660708035583,MODERATE,Include in weekly enforcement rotation,1068,0.8073033707865169,0.056716417910447764,True,1,0.799474489624299,Shivajinagar,NO PARKING,CAR,12.98055854458168,77.61330313217205
89618925c6bffff,0.4062166303963925,MODERATE,Include in weekly enforcement rotation,868,0.8706221198156683,0.053482587064676616,True,1,0.760364237960849,Adugodi,NO PARKING,SCOOTER,12.936720269265134,77.61557244387359
89618925d97ffff,0.40581849270353115,MODERATE,Include in weekly enforcement rotation,601,0.8841930116472545,0.1440501043841336,True,1,0.7206888576654094,Mico Layout,NO PARKING,SCOOTER,12.907909448382473,77.60124501094569
8960145b323ffff,0.4038207612037958,MODERATE,Include in weekly enforcement rotation,964,0.7454356846473029,0.14893617021276595,True,1,0.7721975597001434,Rajajinagar,WRONG PARKING,SCOOTER,13.008554904176677,77.54878292418903
8961892c96fffff,0.4032901976979107,MODERATE,Include in weekly enforcement rotation,909,0.7497249724972497,0.16118935837245696,True,1,0.7677305337181766,Kodigehalli,WRONG PARKING,MOTOR CYCLE,13.048010786985785,77.5765189678923
89618925a47ffff,0.40248231845827276,MODERATE,Include in weekly enforcement rotation,383,0.877023498694517,0.2518248175182482,True,1,0.6666580798172745,Ashok Nagar,NO PARKING,SCOOTER,12.969885988228674,77.60830762943112
896189259bbffff,0.4009085015452061,MODERATE,Include in weekly enforcement rotation,493,0.8882352941176471,0.17142857142857143,True,1,0.6873505816480956,Jayanagara,NO PARKING,SCOOTER,12.927229543319747,77.57990926552993
8961892e677ffff,0.40062580683228466,MODERATE,Include in weekly enforcement rotation,11,0.7909090909090909,0.0,True,45,0.22504020543539205,K.R. Pura,WRONG PARKING,CAR,13.004814759523452,77.70827716171667
8960145b3d3ffff,0.4004173561836694,MODERATE,Include in weekly enforcement rotation,753,0.8410358565737052,0.10615384615384615,True,1,0.7433223160986412,Malleshwaram,NO PARKING,SCOOTER,13.006358679608425,77.56799836219616
8960145b00fffff,0.39976479983928964,LOW,Monitor — add to watch list for trend analysis,958,0.7970772442588727,0.07710011507479862,True,1,0.7759561978566626,Malleshwaram,WRONG PARKING,CAR,12.995660974935294,77.57142943996658
89618920927ffff,0.3993181195060119,LOW,Monitor — add to watch list for trend analysis,880,0.7340909090909091,0.05714285714285714,True,2,0.7620769938814116,HAL Old Airport,NO PARKING,PASSENGER AUTO,12.932166211195808,77.68774993058796
8960145a6d7ffff,0.39772876885531616,LOW,Monitor — add to watch list for trend analysis,925,0.8275675675675676,0.04640371229698376,True,1,0.7633851104905449,Basavanagudi,NO PARKING,SCOOTER,12.945426349293017,77.57239319319545
89618925123ffff,0.396487396859109,LOW,Monitor — add to watch list for trend analysis,575,0.895304347826087,0.10559006211180125,True,1,0.7077891711281051,Adugodi,NO PARKING,CAR,12.93345253875046,77.63176943519346
896014592b3ffff,0.3955120059175474,LOW,Monitor — add to watch list for trend analysis,38,0.8894736842105262,0.09090909090909091,True,19,0.36073681929344065,Jalahalli,NO PARKING,CAR,13.058777450680077,77.54781537975045
89618920a2bffff,0.3953585533888603,LOW,Monitor — add to watch list for trend analysis,876,0.7123287671232876,0.06716417910447761,True,2,0.7664511341760081,HAL Old Airport,WRONG PARKING,SCOOTER,12.966276129135844,77.71725580605394
89618925897ffff,0.3950645809286141,LOW,Monitor — add to watch list for trend analysis,374,0.8593582887700534,0.24680851063829787,True,1,0.6507096424385136,Mico Layout,NO PARKING,SCOOTER,12.930341874842888,77.60583531147711
8960145a0afffff,0.3938816601247093,LOW,Monitor — add to watch list for trend analysis,241,0.8908713692946059,0.30434782608695654,True,1,0.5948006844779097,Banashankari,NO PARKING,SCOOTER,12.935930448143269,77.53674766051421
89618921ac7ffff,0.392141275014496,LOW,Monitor — add to watch list for trend analysis,26,0.7384615384615384,0.13043478260869565,True,18,0.33122261468897135,Mahadevapura,WRONG PARKING,CAR,13.014245505070786,77.76088633044554
8960145b103ffff,0.3921277388491382,LOW,Monitor — add to watch list for trend analysis,658,0.8115501519756839,0.1440162271805274,True,1,0.7248588309117071,Rajajinagar,NO PARKING,SCOOTER,12.986102812430351,77.55261939882277
8960145b017ffff,0.39093660916708606,LOW,Monitor — add to watch list for trend analysis,656,0.8551829268292683,0.09153713298791019,True,1,0.7211537767232605,Sheshadripuram,NO PARKING,SCOOTER,12.990311883618732,77.57314493918025
8961892ed77ffff,0.3905402185200212,LOW,Monitor — add to watch list for trend analysis,357,0.8778711484593839,0.2186046511627907,True,1,0.6445471133159096,Halasur,NO PARKING,CAR,12.975178287371058,77.62344587499432
8961892dd4bffff,0.39028775264489873,LOW,Monitor — add to watch list for trend analysis,24,0.8916666666666667,0.043478260869565216,True,31,0.3192798499299033,Hennuru,NO PARKING,MOTOR CYCLE,13.086317015165067,77.63496322345758
8960145b373ffff,0.389425980648787,LOW,Monitor — add to watch list for trend analysis,877,0.8062713797035348,0.05333333333333334,True,1,0.7653085953451628,Malleshwaram,NO PARKING,PASSENGER AUTO,13.013877446502654,77.55548924418619
896014592b7ffff,0.38906440298443495,LOW,Monitor — add to watch list for trend analysis,44,0.8227272727272728,0.023255813953488372,True,19,0.3934061657292505,Jalahalli,NO PARKING,CAR,13.057717282887584,77.54478949638738
8960145b1a7ffff,0.38856409825946303,LOW,Monitor — add to watch list for trend analysis,508,0.8395669291338582,0.16759776536312848,True,1,0.6981199143630809,Vijayanagara,NO PARKING,SCOOTER,12.977577442578212,77.5452590949821
8960145a2b7ffff,0.38835914915406905,LOW,Monitor — add to watch list for trend analysis,1090,0.7333027522935779,0.05751765893037336,True,1,0.7884693590058286,Byatarayanapura,WRONG PARKING,SCOOTER,12.953006965122391,77.54304558560234
8961892530bffff,0.38803044812067317,LOW,Monitor — add to watch list for trend analysis,630,0.8863492063492063,0.05631399317406143,True,1,0.7271467898693733,Jeevanbheemanagar,NO PARKING,MAXI-CAB,12.959062323601188,77.64544922429569
896016960c3ffff,0.38636090390736977,LOW,Monitor — add to watch list for trend analysis,44,0.7636363636363637,0.023255813953488372,True,16,0.3921432583894595,Yelahanka,WRONG PARKING,SCOOTER,13.098215646036618,77.583982401524
8961892eca7ffff,0.386308328652595,LOW,Monitor — add to watch list for trend analysis,618,0.8090614886731392,0.14046121593291405,True,1,0.7176038785955234,Jeevanbheemanagar,NO PARKING,MOTOR CYCLE,12.9697667624083,77.64201827171635
8961892e933ffff,0.3858542308953134,LOW,Monitor — add to watch list for trend analysis,1098,0.7239526411657559,0.0551257253384913,True,1,0.7985358570664742,Shivajinagar,WRONG PARKING,SCOOTER,12.983791902122054,77.60553261750874
8961892e657ffff,0.3857463983780611,LOW,Monitor — add to watch list for trend analysis,11,0.7363636363636363,0.0,True,45,0.226018280841482,K.R. Pura,NO PARKING,MOTOR CYCLE,13.004783775583347,77.71671401286831
8961892da2bffff,0.38205935815823455,LOW,Monitor — add to watch list for trend analysis,68,0.7441176470588236,0.014925373134328358,True,12,0.4473785835946612,Chikkajala,NO PARKING,CAR,13.123738334362239,77.63138166313963
89618920babffff,0.38160836452130004,LOW,Monitor — add to watch list for trend analysis,976,0.5829918032786885,0.1066350710900474,True,2,0.7855269987394821,HAL Old Airport,PARKING IN A MAIN ROAD,CAR,12.951368871177712,77.70012777369645
8960145a69bffff,0.38159940855553964,LOW,Monitor — add to watch list for trend analysis,1027,0.7119766309639727,0.07431693989071038,True,1,0.7584355804448435,Basavanagudi,WRONG PARKING,SCOOTER,12.942222235206764,77.57173794273496
8961892541bffff,0.38130242857851143,LOW,Monitor — add to watch list for trend analysis,781,0.735595390524968,0.03195739014647137,True,2,0.7464557666589368,Bellandur,WRONG PARKING,MAXI-CAB,12.926845510906242,77.68103314188804
8961892e2cbffff,0.3802306481319767,LOW,Monitor — add to watch list for trend analysis,18,0.8555555555555556,0.0,True,37,0.28727895343485826,K.R. Pura,NO PARKING,SCOOTER,13.018728217225512,77.70550324042792
